% Dataset containing 6 high-density anomalies and many isolated noise cases (see Foorthuis 2020).
% See for R code "HD_Gleuf.txt"
% 2019, 2020
% Ralph Foorthuis

% References:
% Foorthuis R.M. (2020). Algorithmic Frameworks for the Detection of High-Density Anomalies. Accepted for presentation at IEEE SSCI CIDM 2020 (Symposium on Computational Intelligence in Data Mining), December 2020, Canberra Australia. 
% Foorthuis, R.M. (2018). A Typology of Data Anomalies. In: Springer CCIS 854, Proceedings of the 17th International Conference on Information Processing and Management of Uncertainty in Knowledge-Based Systems (IPMU 2018), Cádiz, Spain. DOI: 10.1007/978-3-319-91476-3_3


@relation Gleuf

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute Color {'Red','Blue'}

@data
3.37716976744971,5.26930975684882,6.16398282877205,'Red'
3.30182606626026,4.5633892519687,6.27578173881876,'Red'
3.44658438532743,5.31535139015219,5.71127683125137,'Red'
3.32440147718331,5.03697022259011,6.23909381650154,'Red'
3.23047919757966,5.51678512590192,5.68568351880272,'Red'
3.26053477957113,4.79270470843735,6.40169314122922,'Red'
3.46428490740837,4.96117078695984,6.26068207766054,'Red'
3.2505508784227,5.16511465885568,6.05111866089372,'Red'
3.32242698042695,4.57749083367811,5.90923414812494,'Red'
3.3550927045121,4.89664283715026,5.85571240703072,'Red'
3.34364159730908,4.99615663077772,5.88378872320474,'Red'
3.09619288751599,5.28184027059672,6.0793080381409,'Red'
3.40716546239292,4.60176524411559,6.41955279856461,'Red'
3.49908253884523,4.92601228632558,6.05768532943708,'Red'
3.3148766202961,4.84988465858635,5.527916514694,'Red'
3.08372302580318,5.064005276129,5.76550506458857,'Red'
3.10514676179054,4.69573098406948,6.33060715449612,'Red'
2.93274431282437,5.25905557705059,5.95119194029348,'Red'
3.42157731020103,4.72078065049033,6.09895883546922,'Red'
3.46752167388664,5.24775793407067,6.03667119162235,'Red'
3.46196849726521,4.8232850435071,6.42972717927414,'Red'
3.38086235418902,5.23102985292412,5.75046770504188,'Red'
3.45980748270437,4.69260236874445,6.24441478455603,'Red'
3.34518210285377,4.67631979884619,5.87687095088048,'Red'
3.42474891927772,5.113893544522,6.409303421807,'Red'
3.46802518758438,5.02554645718466,6.13212617696548,'Red'
3.19948421334368,4.89860370640716,6.23561062669166,'Red'
3.40739280426118,4.63761245457887,6.11235248016572,'Red'
3.22636461383015,5.63493495738443,6.08197792434644,'Red'
3.26263294027045,5.22102632344017,6.07621724691371,'Red'
3.39411771350626,5.13210448039552,5.90394904152733,'Red'
3.3848620111792,4.91267464939815,5.93576669005341,'Red'
3.33836146408233,4.81197053170798,6.22220944407034,'Red'
3.1484782544786,5.57552305214912,6.40280064642175,'Red'
3.4482151318277,5.77819423317586,6.11344156904052,'Red'
3.37569464513005,5.27944855785168,5.6984855081348,'Red'
3.27047094427536,4.9258940769346,5.90388876913052,'Red'
3.24083138318206,4.98652960558618,6.11920914140816,'Red'
3.35915205429649,5.30404136536329,5.93206274816174,'Red'
3.19235337712046,5.04472075087579,5.86024617378534,'Red'
3.38985510241127,4.86426169297119,5.96593064004595,'Red'
3.30588517600632,4.71588284149179,5.76365216662979,'Red'
3.46598531709082,5.43322261282054,6.24338738338308,'Red'
3.454371067709,4.41721440543765,6.08532838163485,'Red'
3.43871721833254,4.55674900977071,6.39730521158394,'Red'
3.46873603519971,4.44787177567568,5.91689310647103,'Red'
3.25499207468053,4.76235722107315,5.73036707582232,'Red'
3.20782290526898,4.83372243918809,5.61075771983272,'Red'
3.46067582090415,4.78625208191557,5.92381813426958,'Red'
3.13829737562277,4.78718505524761,6.42794031071536,'Red'
3.38833255884634,5.09835910442231,5.82377058435892,'Red'
3.23303028941423,5.16532272769251,6.12250088136293,'Red'
3.48505430022297,5.42022061338589,6.12445592764474,'Red'
3.29127390243009,5.31225977170808,5.88152007874675,'Red'
3.34731859522278,5.15327147587314,6.34253586013979,'Red'
3.27370412825231,4.79867566499319,6.21052241645738,'Red'
3.25135663536121,4.95789133623633,6.11258314538232,'Red'
3.41171116246654,4.80622930192892,5.59588819734386,'Red'
3.17764040536076,4.89712482201104,5.91806445574045,'Red'
3.07641870631663,5.0640551212028,6.20185729206223,'Red'
3.35262928678364,5.51118780985416,5.30136124975772,'Red'
3.36107500556116,5.56512394910909,5.85203076561143,'Red'
3.27582394907785,4.98144585995841,6.21997501179677,'Red'
3.14076453317933,4.97813119556864,6.03712492230155,'Red'
3.49329057749431,4.5901822035027,5.51361035034943,'Red'
3.33770639076508,5.25044667531154,5.85044185900574,'Red'
3.46924741566576,4.98138432431146,6.29500029337753,'Red'
3.48799880114695,5.17056512351415,6.03840100710909,'Red'
3.41017157798028,5.03710145012588,6.21282610550737,'Red'
3.32344627928966,4.8476514840399,5.94181281143751,'Red'
3.3234514361567,5.19942751662054,6.27185524161815,'Red'
3.49100799947743,5.09960860403692,5.93678210472076,'Red'
3.35798065621465,4.57569371146636,5.80221998278635,'Red'
3.35605223599619,5.00073732205911,5.53626796699394,'Red'
3.43298700771553,5.19388749864905,6.24750806247295,'Red'
3.48941791889568,4.57687499059245,6.19894621281446,'Red'
3.41064283752279,4.54534675869776,5.64929788353994,'Red'
3.4073723730795,4.72452814811577,6.53379267936951,'Red'
3.16169587304646,4.43043491383656,5.45753116370698,'Red'
3.36082973193453,5.52761558530499,6.26924246191853,'Red'
3.24165236208128,5.46801234320463,6.04725962456754,'Red'
3.44351229760792,5.25638750652126,6.53369272045046,'Red'
3.48867056590893,5.19201451143265,6.4581076080299,'Red'
3.46076141098283,4.68373285889528,6.2067270923077,'Red'
3.0307314357092,5.38994202175658,6.13864357905194,'Red'
3.42467234229347,4.61953571824361,6.6107928899305,'Red'
3.42718468021307,4.68112825477594,5.90360447248852,'Red'
3.4806016428041,5.11490921575813,6.18958467492411,'Red'
3.16090699905749,5.09385424192744,5.70667735776956,'Red'
3.29970600219393,4.80750642372131,5.76916567317183,'Red'
3.46244019051897,5.10201557471872,6.17060421723047,'Red'
3.48615702316828,5.34520804624644,5.69783809523342,'Red'
3.11867506563596,5.31314258100671,5.90123909024868,'Red'
3.33276698909124,4.91399531846388,5.69931683295746,'Red'
3.42125567994769,4.88340595503496,6.55835178247656,'Red'
3.30735973179265,4.66969599168131,5.94879638675721,'Red'
3.4769255946291,4.60475641940343,5.61196449480828,'Red'
3.23886381390346,4.55297371217529,6.08569758983004,'Red'
3.4815103096279,5.19785204342152,5.51905067339144,'Red'
3.29207479130191,4.92716042388841,5.82668411285675,'Red'
3.468903292801,5.25756719688082,5.94832726853861,'Red'
3.33066412063799,4.68258728153069,6.36344728763916,'Red'
3.37882943845906,4.6892835146236,5.813286479171,'Red'
3.44414807570877,5.81352120965133,5.64206439574015,'Red'
3.24998861472375,5.10146333152302,5.69546281162491,'Red'
3.47413582740238,4.75690775082434,6.07541232053301,'Red'
3.40190487944888,4.97549933228469,6.05482446118297,'Red'
3.47058207322159,5.04392445460545,5.73264005501299,'Red'
3.41359788017606,5.44032745586825,5.88261339305174,'Red'
3.1551316228454,5.01712598853042,6.07461323590559,'Red'
3.2891479006698,4.81205514747079,6.44801104304927,'Red'
3.04755919614431,4.75216586505359,6.49413305782105,'Red'
3.44304031958926,4.45695851973923,6.34099338889058,'Red'
3.40383337418195,4.85559969584105,5.59217118380662,'Red'
3.40963893930918,5.28636742603316,6.15628491454739,'Red'
3.36206636109157,5.37456777407554,6.14295972902342,'Red'
3.31651552083574,4.97634393591008,6.86280030380254,'Red'
