% Dataset containing various types of anomalies, including high-density anomalies (see Foorthuis 2020).
% See for R code "Multiset4D.txt"
% 2019, 2020
% Ralph Foorthuis
% 
% The attributes x1, x2, x3 and color are the substantive attributes on which the anomaly detection 
% should be conducted. The AnomalyType1 states which type of anomaly the case is (see Foorthuis 2018).
% The HighDensityAno1 is a boolean that states whether a case is a high-density anomaly.  AnomalyType1 and
% HighDensityAno1 should be excluded from the anomaly detection or training phase, but used as ground truth 
% for evaluation (e.g. in confusion matrix metrics or ROC curves).
% 
% References:
% Foorthuis R.M. (2020). Algorithmic Frameworks for the Detection of High-Density Anomalies. Accepted for presentation at IEEE SSCI CIDM 2020 (Symposium on Computational Intelligence in Data Mining), December 2020, Canberra Australia. 
% Foorthuis, R.M. (2018). A Typology of Data Anomalies. In: Springer CCIS 854, Proceedings of the 17th International Conference on Information Processing and Management of Uncertainty in Knowledge-Based Systems (IPMU 2018), Cádiz, Spain. DOI: 10.1007/978-3-319-91476-3_3


@relation HDA_Dataset_H

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute color {'black','blue','brown','green','grey','magenta','navyblue','orange','purple','red','red3','royalblue','salmon4','yellow'}
@attribute AnomalyType1 {'0','TypeI','TypeII','TypeIII','TypeIV','TypeVI'}
@attribute HighDensityAno1 {'FALSE','TRUE'}

@data
5.07544789261653,3.99544125820822,4.49066932734524,'red','0',FALSE
2.28813567847776,3.75640234255365,4.62631273002786,'red','0',FALSE
6.25117779425911,4.15731643398433,5.10129271251421,'red','0',FALSE
0.0482808468346421,4.03642076794354,2.87530940803135,'red','0',FALSE
5.06445204979418,4.87008935055067,4.81473358425733,'red','0',FALSE
5.79775040973172,3.49219353247771,3.95139043393825,'red','0',FALSE
7.12263411287472,4.28618799271518,4.43986521235676,'red','0',FALSE
0.71092211918232,4.1076849252978,4.16650990603584,'red','0',FALSE
2.30370712403048,4.91873084195926,3.38438695959389,'red','0',FALSE
0.90493583697157,3.48159407074835,3.74066507425061,'red','0',FALSE
3.69418600688268,4.67425629863628,4.50339711702077,'red','0',FALSE
5.23380600046065,3.85834874475853,3.59866964298619,'red','0',FALSE
2.96491575839062,3.88665146115263,4.00626838009496,'red','0',FALSE
3.24113416088859,3.94066668575538,4.11400593216265,'red','0',FALSE
4.83673204279072,3.68012018958196,3.68948145230903,'red','0',FALSE
2.59079996822411,4.12839000761288,4.3693235945135,'red','0',FALSE
1.25530037959972,3.8889074357686,6.05071082034656,'red','0',FALSE
4.58887559323471,4.15034717401001,3.18914142682761,'red','0',FALSE
3.75280960579108,2.94284912405836,5.51611769492268,'red','0',FALSE
5.51289968613092,3.62934435131569,3.8512260120854,'red','0',FALSE
5.00168953396229,3.95580592208864,3.58416019557125,'red','0',FALSE
5.93983995319069,3.72190491785916,3.34196460637374,'red','0',FALSE
3.29233234410056,4.46621763719363,3.80414096658886,'red','0',FALSE
5.41487024105896,4.5702987979522,3.60089280359256,'red','0',FALSE
0.223457995169406,4.11898172847949,4.30493933432909,'red','0',FALSE
5.39199091309365,3.61545286766884,4.66778951577043,'red','0',FALSE
1.52836977774978,4.11177210433809,5.08286268627832,'red','0',FALSE
5.6108609364475,3.83638310606316,5.23727558988189,'red','0',FALSE
4.1402642383955,3.50310057877831,4.28495878414561,'red','0',FALSE
3.19171673969351,3.51020771508366,2.85289810866086,'red','0',FALSE
4.49818958531934,3.53922008611778,2.89683000487963,'red','0',FALSE
7.60465255628097,3.82269031805912,4.82948403653069,'red','0',FALSE
5.00580673301883,3.3168850297357,4.12178248338209,'red','0',FALSE
