% Dataset containing various types of anomalies, including high-density anomalies (see Foorthuis 2020).
% See for R code "NoisyHelix with HDAs.txt"
% 2019, 2020
% Ralph Foorthuis
% 
% These cases are the high-density anomalies: 
% 9616, 9617, 9618, 9619, 9620, 9621, 9622, 9623, 9624, 9587, 9614, 9588, 9586, 9568, 9604.
% 
% References:
% Foorthuis R.M. (2020). Algorithmic Frameworks for the Detection of High-Density Anomalies. Accepted for presentation at IEEE SSCI CIDM 2020 (Symposium on Computational Intelligence in Data Mining), December 2020, Canberra Australia. 
% Foorthuis, R.M. (2018). A Typology of Data Anomalies. In: Springer CCIS 854, Proceedings of the 17th International Conference on Information Processing and Management of Uncertainty in Knowledge-Based Systems (IPMU 2018), Cádiz, Spain. DOI: 10.1007/978-3-319-91476-3_3


@relation NoisyHelix

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute color string

@data
-0.482971812152547,0.488707941332208,-10.084586071371,'Blue'
-0.811508815184562,0.609282203735721,-9.15959987440252,'Blue'
-1.07916637452595,0.457239735854041,-10.463482772188,'Blue'
-1.05453030632788,0.186584266393796,-10.5508350044804,'Blue'
-1.22324469511737,0.754840332448163,-9.26395956789471,'Blue'
-0.712108264104649,0.611522539338392,-10.1078814015068,'Blue'
-0.768048916135365,0.425218072680986,-10.1702891498218,'Blue'
-0.758459353720763,0.583468853032264,-11.0883317118695,'Blue'
-0.610577984464268,0.458458568912139,-13.011051675768,'Blue'
-1.1322054393455,0.323934081452362,-10.5931743328012,'Blue'
-0.624226280710744,0.478295696196818,-10.7597937963021,'Blue'
-0.448840435152422,0.715558606009488,-9.70795013633931,'Blue'
-0.730761751098557,0.695092064101164,-9.57860140542091,'Blue'
-1.15410842922045,0.438325925791749,-11.2944890810009,'Blue'
-0.826210501514381,0.618137145744456,-9.93071491113655,'Blue'
-0.951834606004516,0.410661557712268,-10.813038477272,'Blue'
-0.743511157907792,0.27904369777838,-8.48914692764215,'Blue'
-0.711746787711267,0.505149587954104,-10.2716088799599,'Blue'
-1.00400530061553,0.426448420703653,-8.44174607137863,'Blue'
-0.906195821825278,0.590109121769553,-10.2373498701045,'Blue'
-0.813456947666896,0.140842678634892,-8.71687711774706,'Blue'
-0.929388381893176,0.633499625670995,-10.0094896358219,'Blue'
-0.802670482253422,0.484697092057332,-10.4000827816592,'Blue'
-0.797938907659904,0.504605009969601,-9.97801437617879,'Blue'
-0.893103657094301,0.373055738433585,-8.25723261880221,'Blue'
-0.790339934990364,0.574238652286747,-11.107174159306,'Blue'
-0.72316159517319,0.43200494355208,-11.0604894824898,'Blue'
-0.948699257779868,0.535241610332198,-8.04883868064238,'Blue'
-0.733233784510173,0.544776962437597,-9.3972932573929,'Blue'
-0.563004389883477,0.626220197864888,-12.0206094808354,'Blue'
-0.787656216634459,0.506887862405033,-8.49332445712446,'Blue'
-0.746860986456535,0.463412569981122,-9.03628891083042,'Blue'
-1.06467027731951,0.693004635667542,-11.5538914122109,'Blue'
-0.998351859656393,0.682690372363285,-10.7736423787237,'Blue'
-0.589423697661553,0.285608843929504,-8.73922204447425,'Blue'
-0.806496489571216,0.477644350682106,-9.57154422111894,'Blue'
-0.901093096393084,0.591361819513575,-9.1554164630438,'Blue'
-0.691933155795028,0.463794884134963,-10.699150552122,'Blue'
-0.899829757275925,0.570964529256116,-10.0648622765839,'Blue'
-0.719992288920862,0.306500295560681,-9.52901635457644,'Blue'
-1.02838066478625,0.394394753110802,-9.63649937831524,'Blue'
-0.794844478731323,0.333089388452622,-10.6145559091752,'Blue'
-0.896066364382866,0.409057487637751,-9.77105070955704,'Blue'
-0.681035710839256,0.515183180650869,-10.2620568337439,'Blue'
-0.881828912870864,0.308258359872528,-9.38744400930798,'Blue'
-0.762267162707057,0.591517928528984,-11.9576124926247,'Blue'
-0.716283890458667,0.621398122965894,-10.6635074714646,'Blue'
-0.688760795213455,0.554975744344479,-9.71621248456282,'Blue'
-1.00758554362273,0.590234254258138,-9.73128203655109,'Blue'
-0.676892685184966,0.754386130990677,-10.6401047404884,'Blue'
-1.03973924674818,0.496729480934522,-8.92004873348413,'Blue'
-0.899964910280153,0.5336885611582,-10.3651463408188,'Blue'
-0.80561731635155,0.668226261366822,-9.41063461049854,'Blue'
-0.8590325174183,0.37128341163598,-10.0960959470315,'Blue'
-0.489251060098113,0.638764984139629,-9.02849224472196,'Blue'
-0.825947810977889,0.596303137159862,-9.42153105528309,'Blue'
-0.501135201629925,0.176684133726295,-10.7771735034371,'Blue'
-0.673576696603745,0.479552515893961,-10.6008421155989,'Blue'
-0.870779242162419,0.724165662694993,-11.4993194091762,'Blue'
-1.00534826163968,0.714115948878815,-9.24583657539883,'Blue'
-0.860457785133317,0.358998175186072,-9.44270567487426,'Blue'
-0.93219731966872,0.391273749980553,-9.90512285422655,'Blue'
-0.983553325239679,0.441244009629742,-11.7814414166584,'Blue'
-0.967364608713888,0.523270469434291,-11.1087924133561,'Blue'
-0.627740221365343,0.591353778200709,-10.2674477822167,'Blue'
-0.672802785149528,0.676005033772319,-11.0766530843827,'Blue'
-0.749773763310404,0.36020811088693,-10.4911517152127,'Blue'
-1.05166147240541,0.797712941411382,-8.3608020111454,'Blue'
-1.14700061530251,0.52276573603417,-9.60322298713383,'Blue'
-0.835440263905345,0.524997153909002,-11.5980733930339,'Blue'
-0.932109675097901,0.563129382093183,-11.4676901751438,'Blue'
-0.874935789342723,0.574980165669073,-8.95986211252313,'Blue'
-0.647322058783241,0.779136701390131,-9.21716900886685,'Blue'
-1.05644412304962,0.198357458442212,-10.4770964205407,'Blue'
-0.842282951299041,0.913571694172823,-9.90597536056468,'Blue'
-0.696650179469914,0.701554962405646,-9.40102064485215,'Blue'
-0.843528953567812,0.785744895461431,-12.8972979687535,'Blue'
-0.979765713994802,0.536899870287519,-9.41630330786755,'Blue'
-0.716620002313299,0.359464148502206,-7.62391663163726,'Blue'
-0.995485696952014,0.911084012909026,-10.6462620607273,'Blue'
-0.754222737538148,0.630208534662268,-9.75693102129818,'Blue'
-0.689486572906792,0.52060391704882,-10.789493209607,'Blue'
-0.78368140371029,0.387346132023483,-11.093699431988,'Blue'
-0.956444464297532,0.251033457832367,-7.9553926350496,'Blue'
-0.72540061612247,0.84322687060095,-11.6813336703005,'Blue'
-0.890704816150538,0.303537848215949,-8.7847168687105,'Blue'
-0.89677369531173,0.914952077662762,-10.0957235167909,'Blue'
